center,left,right,steering,throttle,brake,speed
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_14_183.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_14_183.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_14_183.jpg,0,1,0,30.19023
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_14_272.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_14_272.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_14_272.jpg,0,1,0,30.19027
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_14_358.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_14_358.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_14_358.jpg,0,1,0,30.19029
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_14_445.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_14_445.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_14_445.jpg,0,1,0,30.1903
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_14_512.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_14_512.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_14_512.jpg,0,1,0,30.1903
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_14_592.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_14_592.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_14_592.jpg,0,1,0,30.19027
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_14_673.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_14_673.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_14_673.jpg,0,1,0,30.19029
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_14_756.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_14_756.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_14_756.jpg,0,1,0,30.19027
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_14_840.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_14_840.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_14_840.jpg,0,1,0,30.19031
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_14_925.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_14_925.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_14_925.jpg,0,1,0,30.1903
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_15_010.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_15_010.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_15_010.jpg,-0.1,1,0,30.18768
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_15_097.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_15_097.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_15_097.jpg,-0.35,1,0,30.16348
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_15_165.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_15_165.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_15_165.jpg,-0.1880693,1,0,30.18912
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_15_252.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_15_252.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_15_252.jpg,0,1,0,30.18785
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_15_339.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_15_339.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_15_339.jpg,0,1,0,30.19003
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_15_406.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_15_406.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_15_406.jpg,0,1,0,30.19022
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_15_475.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_15_475.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_15_475.jpg,0.05,1,0,30.18939
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_15_547.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_15_547.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_15_547.jpg,0,1,0,30.19084
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_15_625.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_15_625.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_15_625.jpg,0,1,0,30.19022
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_15_710.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_15_710.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_15_710.jpg,0,1,0,30.19027
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_15_778.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_15_778.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_15_778.jpg,0,1,0,30.19029
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_15_866.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_15_866.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_15_866.jpg,0,1,0,30.19028
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_15_933.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_15_933.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_15_933.jpg,0,1,0,30.1903
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_16_020.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_16_020.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_16_020.jpg,0.05,1,0,30.18976
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_16_107.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_16_107.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_16_107.jpg,0.06476531,1,0,30.18956
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_16_176.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_16_176.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_16_176.jpg,0,1,0,30.19019
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_16_261.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_16_261.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_16_261.jpg,0,1,0,30.19025
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_16_348.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_16_348.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_16_348.jpg,0,1,0,30.1903
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_16_434.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_16_434.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_16_434.jpg,0,1,0,30.1903
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_16_520.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_16_520.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_16_520.jpg,0,1,0,30.1903
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_16_603.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_16_603.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_16_603.jpg,0,1,0,30.19028
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_16_689.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_16_689.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_16_689.jpg,0,1,0,30.19029
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_16_770.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_16_770.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_16_770.jpg,0,1,0,30.1903
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_16_851.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_16_851.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_16_851.jpg,0,1,0,30.1903
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_16_932.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_16_932.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_16_932.jpg,0,1,0,30.1903
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_17_013.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_17_013.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_17_013.jpg,0,1,0,30.19028
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_17_094.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_17_094.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_17_094.jpg,0,1,0,30.19027
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_17_177.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_17_177.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_17_177.jpg,0,1,0,30.19029
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_17_260.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_17_260.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_17_260.jpg,0,1,0,30.1903
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_17_342.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_17_342.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_17_342.jpg,0,1,0,30.19046
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_17_425.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_17_425.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_17_425.jpg,0,1,0,30.1903
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_17_511.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_17_511.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_17_511.jpg,0,1,0,30.19031
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_17_597.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_17_597.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_17_597.jpg,0,1,0,30.1903
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_17_684.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_17_684.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_17_684.jpg,0,1,0,30.1903
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_17_768.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_17_768.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_17_768.jpg,0,1,0,30.1903
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_17_852.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_17_852.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_17_852.jpg,0,1,0,30.19029
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_17_937.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_17_937.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_17_937.jpg,-0.008751988,1,0,30.1903
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_18_018.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_18_018.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_18_018.jpg,0,1,0,30.19029
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_18_102.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_18_102.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_18_102.jpg,0,1,0,30.19031
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_18_186.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_18_186.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_18_186.jpg,0,1,0,30.19031
C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\center_2017_06_23_21_17_18_269.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\left_2017_06_23_21_17_18_269.jpg,C:\Users\Abhishek Jadav\Desktop\Self Driving Car Nanodegree\P3\CarND-Behavioral-Cloning-P3-master\my_data\IMG\right_2017_06_23_21_17_18_269.jpg,0,1,0,30.19031
